row_index,recon_error,flagged_p95,flagged_p99,flagged_p99_5,top_feature,err_detector_id,err_channel_id,err_energy_deposit_keV,err_hit_multiplicity,err_signal_amplitude_mV,err_noise_floor_mV,err_temperature_K,err_run_status_enc
128,0.04961209,False,False,False,hit_multiplicity,0.00716226,0.00649942,0.00039619,0.37360805,0.00784979,0.00068455,0.00013545,0.00056104
129,0.06181156,False,False,False,signal_amplitude_mV,0.00207288,0.00760293,0.00255415,0.03383276,0.44708303,0.00042194,0.00089366,3.111e-05
130,0.00864345,False,False,False,noise_floor_mV,0.00351742,0.01972758,0.00224466,0.01669535,0.00042564,0.02460098,0.0016242,0.00031177
131,0.00849705,False,False,False,detector_id,0.03031016,0.00010332,0.00445741,0.02646338,0.0051525,1.532e-05,0.00140942,6.488e-05
132,0.00901201,False,False,False,energy_deposit_keV,0.00467952,0.00250762,0.02444254,0.01515404,0.01261073,0.00454705,0.00692804,0.00122654
133,0.02905567,False,False,False,hit_multiplicity,0.00017992,0.00446274,0.00898234,0.17460322,0.00108436,0.03719422,0.00516157,0.00077697
134,0.02997018,False,False,False,signal_amplitude_mV,0.04530907,2.46e-05,0.05798364,0.04010273,0.09459125,0.00094728,0.00025207,0.00055085
135,0.01437008,False,False,False,hit_multiplicity,0.00012384,0.02460696,0.00550387,0.07050197,0.01059488,0.00130735,0.00232116,5.7e-07
136,0.04602811,False,False,False,detector_id,0.17484789,0.00167186,0.05765254,0.0406712,0.03683907,0.00354536,0.05299647,5.1e-07
137,0.0120581,False,False,False,detector_id,0.043601,0.0286183,0.00577181,0.00132645,0.00174804,0.01397014,0.00099039,0.00043865
138,0.01684716,False,False,False,noise_floor_mV,0.00312443,0.00626009,0.00066316,0.02160965,0.03606499,0.04966386,0.01738292,8.14e-06
139,0.00449037,False,False,False,energy_deposit_keV,0.00124783,0.00353438,0.01065522,0.00336333,0.01016285,6e-08,0.00686202,9.731e-05
140,0.01401586,False,False,False,channel_id,0.00033484,0.09473933,0.00592167,0.00542646,0.00421553,0.00063781,0.00033992,0.00051132
141,0.11838933,False,False,False,energy_deposit_keV,0.02432366,0.07409374,0.40889537,0.14091286,0.21071535,0.08446953,0.00020495,0.00349919
142,0.01857513,False,False,False,channel_id,0.02632161,0.10212324,0.00860773,0.00064651,0.00626724,0.00099984,0.00353374,0.00010115
143,0.05046554,False,False,False,channel_id,0.08449253,0.26948023,0.00027557,0.00200473,0.00024367,0.01919012,0.02759759,0.00043996
144,0.02381978,False,False,False,channel_id,0.05096988,0.05575068,0.01842476,0.01321466,0.01861899,0.03132581,0.00133659,0.00091686
145,0.08827172,False,False,False,hit_multiplicity,0.00278514,2.608e-05,0.04345134,0.34190223,0.25707617,0.00318922,0.05646883,0.00127478
146,0.00257843,False,False,False,channel_id,0.00188566,0.00905604,2.843e-05,1.695e-05,0.00047013,0.00249228,0.00637365,0.00030434
147,0.00415532,False,False,False,detector_id,0.01587532,0.00206245,2.459e-05,0.00326588,0.0003173,0.00289014,0.00866863,0.00013824
148,0.01553997,False,False,False,detector_id,0.07306681,0.03715299,0.00297512,0.00775207,0.00085715,0.00166037,0.00082332,3.192e-05
149,0.01279177,False,False,False,channel_id,0.00289674,0.08486423,4.433e-05,0.00947681,0.00058696,0.0044298,1.921e-05,1.612e-05
150,0.0226081,False,False,False,channel_id,0.00092889,0.12757006,0.00677666,0.00559262,0.00801846,0.02919756,0.00253326,0.0002473
151,0.00990103,False,False,False,detector_id,0.03113818,9e-07,0.00021575,0.00169565,0.00113851,0.02878475,0.01507418,0.00116035
152,0.01028207,False,False,False,detector_id,0.03903375,0.01560832,0.00589871,0.00037289,0.01291206,0.00369172,0.00473856,5.2e-07
153,0.06212052,False,False,False,energy_deposit_keV,0.03747866,0.13857608,0.24137121,0.0297364,0.04305694,0.0005976,0.00062638,0.00552087
154,0.00998799,False,False,False,channel_id,3.101e-05,0.07494837,0.0001764,7.948e-05,0.00055424,0.00375157,8.695e-05,0.00027586
155,0.00476245,False,False,False,hit_multiplicity,0.00649187,0.00016912,0.00066722,0.01761786,0.00065783,0.00269314,0.00751528,0.00228726
156,0.02241731,False,False,False,channel_id,4.03e-06,0.13842581,0.00349421,0.00596047,0.00060137,0.0239934,0.00681746,4.172e-05
157,0.0629206,False,False,False,hit_multiplicity,0.08514732,0.0710947,0.02832478,0.30446965,0.00868919,0.00555646,9.38e-06,7.34e-05
158,0.01869237,False,False,False,detector_id,0.10423873,0.02403418,0.00358005,0.00951422,0.0038117,0.00423769,8.66e-06,0.00011371
159,0.00828141,False,False,False,signal_amplitude_mV,6.34e-06,0.00399177,0.02536272,0.0001267,0.0304798,0.0020344,0.00300919,0.00124034
160,0.00747062,False,False,False,detector_id,0.02877682,0.00843792,5.399e-05,0.00133579,0.00052899,0.0003734,0.01872177,0.0015363
161,0.01304615,False,False,False,channel_id,0.00165135,0.0623631,0.01977811,0.00028213,0.00013052,0.0198313,0.00021858,0.00011413
162,0.0847105,False,False,False,hit_multiplicity,0.1441201,0.00723563,0.04207226,0.4333853,0.05021895,0.00049379,2.838e-05,0.00012962
163,0.02499098,False,False,False,energy_deposit_keV,0.00750783,0.00487359,0.12726751,0.0288128,0.00092717,0.02642643,0.00286034,0.00125214
164,0.03687724,False,False,False,detector_id,0.2333062,0.00419168,0.00180299,0.01326954,5.3e-07,0.02943962,0.01293725,7.015e-05
165,0.05792682,False,False,False,detector_id,0.42586175,0.00409873,0.00807534,0.00581105,0.00764902,0.00969016,0.00191054,0.00031801
166,0.0133513,False,False,False,signal_amplitude_mV,0.00731501,0.00506098,0.03097195,0.01877723,0.03127595,0.00983074,0.00160592,0.00197264
167,0.11291835,False,False,False,hit_multiplicity,0.05251308,0.19018301,0.03446849,0.43311825,0.00052395,0.16022207,0.03229261,2.54e-05
168,0.067893,False,False,False,channel_id,0.1996655,0.30135837,0.01946751,0.0030358,0.0070377,0.009878,0.0012346,0.00146653
169,0.03518816,False,False,False,detector_id,0.15661088,0.10350326,0.00089239,0.00041418,0.00061853,0.01851258,0.00073869,0.00021477
170,0.03654591,False,False,False,detector_id,0.14488329,0.0935228,0.00592209,0.0007841,0.00516594,0.00184598,0.04021732,2.576e-05
171,0.01295866,False,False,False,detector_id,0.05654867,0.01749047,0.0005886,0.00102229,0.02095139,0.0001538,0.00690126,1.281e-05
172,0.07392787,False,False,False,hit_multiplicity,0.00555788,0.16898726,0.0242876,0.25451672,0.1315646,0.00012428,2.599e-05,0.00635863
173,0.02264544,False,False,False,detector_id,0.12552834,0.01681381,0.0003405,0.0008669,2.13e-05,0.0185288,0.01903045,3.343e-05
174,0.00485614,False,False,False,noise_floor_mV,0.00521058,0.00349307,0.00510603,0.0047943,0.00356209,0.0113062,0.00407685,0.00130003
175,0.02473257,False,False,False,hit_multiplicity,0.00304262,0.02612148,0.01760362,0.06628606,0.04703542,0.01498499,0.02244815,0.00033824
176,0.01363904,False,False,False,energy_deposit_keV,0.00896428,0.00440597,0.05734093,0.00573204,0.02629027,0.0019901,0.00438671,1.98e-06
177,0.00451211,False,False,False,channel_id,0.00858394,0.02127859,0.00458656,0.00010213,0.00011574,0.00063555,0.00016413,0.0006302
178,0.15161787,True,False,False,hit_multiplicity,0.00268872,0.00058975,0.05057674,0.89192146,0.26263344,0.00058314,4.368e-05,0.00390604
179,0.02287759,False,False,False,detector_id,0.12978624,0.01259279,0.00102983,0.00055562,0.00194559,0.00135883,0.03558937,0.00016243
180,202.09157,True,True,True,detector_id,1601.7809,0.8612872,1.3337733,0.00416453,1.637574,10.795339,0.31346983,0.00611153
181,0.00661917,False,False,False,noise_floor_mV,0.0007405,0.00857027,0.00174506,0.00055772,0.00415325,0.03374068,0.00216098,0.00128488
182,0.0277035,False,False,False,channel_id,0.0503359,0.06207448,0.00215002,0.0231278,0.00977491,0.05725948,0.016789,0.0001164
183,0.01892259,False,False,False,detector_id,0.11799767,0.00143732,8.42e-06,0.00196423,8.264e-05,0.0020039,0.02743614,0.0004504
184,0.02130505,False,False,False,signal_amplitude_mV,0.00738534,0.01064949,0.0444809,0.037314,0.0657379,0.00156047,0.00297932,0.00033298
185,0.11809607,False,False,False,hit_multiplicity,0.04994197,0.00112339,0.07822198,0.6460186,0.16206454,0.00200205,0.00403678,0.00135916
186,0.02491881,False,False,False,detector_id,0.0703413,0.00448682,0.06857036,0.0246033,0.00801741,0.01146976,0.00691704,0.0049445
187,0.01314537,False,False,False,channel_id,0.00704639,0.07890428,0.00530119,0.00029926,0.00882952,0.00178838,0.00268371,0.00031026
188,0.13009539,True,False,False,hit_multiplicity,0.10507765,0.00582274,0.00681219,0.72318894,0.02139399,0.17667434,0.00165618,0.00013703
189,0.01249035,False,False,False,detector_id,0.08401737,0.00063741,0.00067008,0.01025216,1e-07,0.00362744,0.0003935,0.00032475
190,0.00094307,False,False,False,noise_floor_mV,0.00054789,0.00094025,9.079e-05,0.00017072,8e-08,0.00345999,0.0021463,0.00018852
191,0.00322536,False,False,False,channel_id,0.00215288,0.01718463,0.00097994,2.79e-06,0.00087744,0.00091096,0.00369304,1.17e-06
192,0.02248943,False,False,False,hit_multiplicity,0.0262195,0.00449201,0.01515232,0.09795219,0.01421856,0.00123471,0.02042955,0.00021656
193,0.07181344,False,False,False,hit_multiplicity,0.00276179,0.08980067,0.00354667,0.46505576,0.00161592,0.00223371,0.00948668,6.31e-06
194,0.08508082,False,False,False,detector_id,0.27323592,2.486e-05,0.09040885,0.25942984,0.0279196,0.00092554,0.02647562,0.00222644
195,0.03949274,False,False,False,channel_id,0.06097508,0.14771965,0.01537052,0.06222584,0.02645462,0.00151665,0.00165765,2.194e-05
196,0.06098224,False,False,False,channel_id,0.13128377,0.30504626,0.00096185,0.02298766,0.00923353,0.00539019,0.01232481,0.00062991
197,0.04942373,False,False,False,hit_multiplicity,0.0699971,0.04718549,7.37e-05,0.2678124,0.00815408,0.00153302,0.00013418,0.00049987
